tname	tf	tfgenename	tfcount	gene	tfauc	gcount	npmotifregweight	npgexpress	nprtype
Head	onecut_(-)-NPR	onecut	1603	AstC-R1	0.04219	100	67.1	2.44292	npr
Head	onecut_(-)-NPR	onecut	1185	AstC-R2	0.03712	18	70.3	1.62616	npr
Head	onecut_(-)-NPR	onecut	388	NPFR	0.04097	6	29	1.23711	npr
Head	onecut_(-)-NPR	onecut	4716	Pdfr	0.08953	8	12.6	2.0528	npr
Head	onecut_(-)-NPR	onecut	555	SIFaR	0.04531	25	14.4	1.2	npr
Head	onecut_(-)-NPR	onecut	2562	sNPF-R	0.06311	27	45.6	1.53591	npr
Head	onecut_(-)-NPR	onecut	386	TkR86C	0.03965	100	97	1.23316	npr
Head	otp_(+)-NPR	otp	24213	AstA-R1	0.10116	25	24	2.94515	npr
Head	pan_(+)-NPR	pan	24247	AstA-R1	0.17236	100	237.89999	2.94243	npr
Head	pan_(+)-NPR	pan	297	AstA-R2	0.16354	46	52.8	1.18182	npr
Head	pan_(+)-NPR	pan	5815	FMRFaR	0.17677	71	178.3	1.26088	npr
Head	pan_(+)-NPR	pan	19077	Pdfr	0.17025	67	82.3	1.95036	npr
Head	pb_(+)-NPR	pb	2700	CrzR	0.1084	77	30.8	1.39481	npr
Head	peb_(-)-NPR	peb	10332	AstC-R1	0.28353	4	0.8	2.32569	npr
Head	pho_(+)-NPR	pho	4232	AstC-R2	0.11977	1	1.3	1.77103	npr
Head	pho_(-)-NPR	pho	1017	AstC-R2	0.03889	1	1.3	1.61849	npr
Head	pros_(+)-NPR	pros	24247	AstA-R1	0.19719	35	13.1	2.94243	npr
Head	pros_(+)-NPR	pros	2467	TkR86C	0.21742	29	10.3	1.24078	npr
Head	rump_(+)-NPR	rump	2881	SIFaR	0.04424	2	2.4	1.22006	npr
Head	Scr_(+)-NPR	Scr	2501	CrzR	0.04732	33	71.2	1.42263	npr
Head	Six4_(+)-NPR	Six4	2467	TkR86C	0.21391	100	24.2	1.24078	npr
Head	slp1_(+)-NPR	slp1	297	AstA-R2	0.1743	100	14.3	1.18182	npr
Head	Sox102F_(+)-NPR	Sox102F	10329	AstC-R1	0.06084	18	36	2.32607	npr
Head	Sox102F_(-)-NPR	Sox102F	3639	AstC-R1	0.05785	18	36	2.95026	npr
Head	Sox21b_(+)-NPR	Sox21b	19075	Pdfr	0.14149	100	171.7	1.95041	npr
Head	Sox21b_(-)-NPR	Sox21b	5575	Pdfr	0.08134	100	171.7	2.10942	npr
Head	SoxN_(+)-NPR	SoxN	10332	AstC-R1	0.19319	1	77.9	2.32569	npr
Head	SoxN_(+)-NPR	SoxN	19077	Pdfr	0.18497	100	192.60001	1.95036	npr
Head	SoxN_(+)-NPR	SoxN	2911	SIFaR	0.19311	3	1.1	1.21917	npr
Head	SoxN_(-)-NPR	SoxN	5627	AstC-R1	0.04116	1	77.9	2.70286	npr
Head	SoxN_(-)-NPR	SoxN	11366	Pdfr	0.04655	100	192.60001	2.05939	npr
Head	SoxN_(-)-NPR	SoxN	1798	SIFaR	0.04202	3	1.1	1.23081	npr
Head	Spps_(+)-NPR	Spps	17753	Pdfr	0.23342	3	0.5	1.94959	npr
Head	sr_(-)-NPR	sr	17347	AstA-R1	0.02384	100	63.8	2.96195	npr
Head	sr_(-)-NPR	sr	4100	FMRFaR	0.02192	100	162	1.25854	npr
Head	sr_(-)-NPR	sr	1563	NPFR	0.01751	30	133.8	1.27831	npr
Head	sr_(-)-NPR	sr	13776	Pdfr	0.03692	25	45.9	1.93917	npr
Head	sr_(-)-NPR	sr	2028	SIFaR	0.01976	28	151.5	1.22387	npr
Head	sr_(-)-NPR	sr	7465	sNPF-R	0.04045	3	36.8	1.41139	npr
Head	sr_(-)-NPR	sr	1562	TkR86C	0.02008	51	136.2	1.21959	npr
Head	ss_(+)-NPR	ss	636	PK1-R	0.08433	100	39.6	1.09119	npr
Head	ss_(-)-NPR	ss	636	PK1-R	0.12218	100	39.6	1.09119	npr
Head	svp_(-)-NPR	svp	1735	NPFR	0.07446	31	14.5	1.2951	npr
Head	svp_(-)-NPR	svp	13702	Pdfr	0.11961	7	5.4	1.97723	npr
Head	svp_(-)-NPR	svp	7547	sNPF-R	0.17218	98	44.5	1.42533	npr
Head	sv_(+)-NPR	sv	19077	Pdfr	0.07238	100	255.60001	1.95036	npr
Head	TfAP-2_(+)-NPR	TfAP-2	517	NPFR	0.10121	2	7.8	1.3675	npr
Head	tj_(+)-NPR	tj	24247	AstA-R1	0.18827	100	13.2	2.94243	npr
Head	tj_(+)-NPR	tj	297	AstA-R2	0.24986	100	13.2	1.18182	npr
Head	usp_(+)-NPR	usp	10185	sNPF-R	0.09369	4	4.5	1.41296	npr
Head	vri_(-)-NPR	vri	2908	SIFaR	0.4399	2	1	1.21939	npr
Head	Vsx1_(+)-NPR	Vsx1	9912	AstC-R1	0.12975	1	3	2.24243	npr
Head	vvl_(+)-NPR	vvl	10186	sNPF-R	0.10061	2	3.7	1.41292	npr
Head	vvl_(-)-NPR	vvl	9408	sNPF-R	0.17612	2	3.7	1.424	npr
Head	zfh2_(+)-NPR	zfh2	297	AstA-R2	0.12963	5	33	1.18182	npr
Body	abd-A_(+)-NPR	abd-A	833	AstA-R2	0.12291	10	126.1	1.90396	npr
Body	abd-A_(+)-NPR	abd-A	2323	sNPF-R	0.13659	1	7.3	1.52734	npr
Body	Atf6_(-)-NPR	Atf6	6272	AstA-R1	0.09258	3	4.4	2.53364	npr
Body	Atf6_(-)-NPR	Atf6	2596	CrzR	0.03933	59	25.8	2.36287	npr
Body	Atf6_(-)-NPR	Atf6	1888	sNPF-R	0.20096	5	11.9	1.52436	npr
Body	bin_(+)-NPR	bin	833	AstA-R2	0.20127	100	79	1.90396	npr
Body	bin_(+)-NPR	bin	2630	AstC-R1	0.12025	100	79	2.26654	npr
Body	bin_(+)-NPR	bin	1156	AstC-R2	0.09211	100	79	2.91522	npr
Body	bin_(+)-NPR	bin	1250	NPFR	0.11736	16	20.2	1.4688	npr
Body	bin_(+)-NPR	bin	5823	Pdfr	0.12076	100	79	3.23201	npr
Body	CG4328_(+)-NPR	CG4328	495	SIFaR	0.12571	7	25.1	1.35758	npr
Body	CG4328_(+)-NPR	CG4328	2216	sNPF-R	0.09268	23	20.3	1.5519	npr
Body	cnc_(-)-NPR	cnc	3393	CrzR	0.11902	14	18.7	2.65812	npr
Body	cnc_(-)-NPR	cnc	5786	Pdfr	0.18786	4	8.1	3.24093	npr
Body	crc_(-)-NPR	crc	4563	AstA-R1	0.14702	9	16.2	2.29871	npr
Body	CrebA_(-)-NPR	CrebA	5336	Pdfr	0.23084	4	2	3.27924	npr
Body	CrebA_(-)-NPR	CrebA	3184	PK1-R	0.08054	70	25.9	1.23995	npr
Body	ct_(-)-NPR	ct	3465	CrzR	0.12941	3	1.9	2.68802	npr
Body	Dif_(+)-NPR	Dif	833	AstA-R2	0.07921	65	49	1.90396	npr
Body	Dif_(+)-NPR	Dif	2630	AstC-R1	0.075	60	37.9	2.26654	npr
Body	Dif_(+)-NPR	Dif	1156	AstC-R2	0.07567	73	36.2	2.91522	npr
Body	Dif_(+)-NPR	Dif	5823	Pdfr	0.08847	81	58.5	3.23201	npr
Body	Dif_(+)-NPR	Dif	3236	PK1-R	0.08393	2	1.4	1.24042	npr
Body	dysf_(+)-NPR	dysf	3236	PK1-R	0.16058	62	34.4	1.24042	npr
Body	E2f1_(-)-NPR	E2f1	7718	AstA-R1	0.08354	23	9.8	2.69746	npr
Body	E2f1_(-)-NPR	E2f1	7174	FMRFaR	0.38757	2	0.7	1.28311	npr
Body	emc_(+)-NPR	emc	5616	FMRFaR	0.06151	1	0.1	1.28935	npr
Body	emc_(-)-NPR	emc	6582	FMRFaR	0.33946	1	0.1	1.28122	npr
Body	esg_(+)-NPR	esg	7985	AstA-R1	0.12766	1	0.7	2.73012	npr
Body	Ets65A_(+)-NPR	Ets65A	7206	FMRFaR	0.07402	23	10.9	1.28324	npr
Body	Ets65A_(+)-NPR	Ets65A	496	SIFaR	0.20388	13	12.6	1.35685	npr
Body	Ets65A_(+)-NPR	Ets65A	631	TkR86C	0.20685	10	8.1	1.32805	npr
Body	ewg_(+)-NPR	ewg	8123	AstA-R1	0.1119	13	14	2.7107	npr
Body	ewg_(+)-NPR	ewg	2323	sNPF-R	0.10482	2	0.8	1.52734	npr
Body	ey_(+)-NPR	ey	5390	AstA-R1	0.04315	1	2.4	2.91521	npr
Body	fd102C_(+)-NPR	fd102C	630	TkR86C	0.21197	12	4.8	1.32857	npr
Body	fkh_(+)-NPR	fkh	7865	AstA-R1	0.16312	1	13	2.71558	npr
Body	fkh_(-)-NPR	fkh	7281	AstA-R1	0.30096	1	13	2.65554	npr
Body	FoxK_(+)-NPR	FoxK	8123	AstA-R1	0.08865	2	3.7	2.7107	npr
Body	FoxK_(+)-NPR	FoxK	2323	sNPF-R	0.08509	5	4.8	1.52734	npr
Body	FoxK_(-)-NPR	FoxK	3238	AstA-R1	0.17895	2	3.7	2.32397	npr
Body	FoxK_(-)-NPR	FoxK	1259	sNPF-R	0.28358	5	4.8	1.43685	npr
Body	foxo_(-)-NPR	foxo	2207	CrzR	0.15571	1	10.3	1.45718	npr
Body	foxo_(-)-NPR	foxo	3914	Pdfr	0.20697	29	32.5	3.52964	npr
Body	foxo_(-)-NPR	foxo	2650	PK1-R	0.04551	6	12.2	1.21887	npr
Body	grh_(-)-NPR	grh	3184	PK1-R	0.1705	100	453.10001	1.24058	npr
Body	gsb_(+)-NPR	gsb	479	SIFaR	0.07409	3	7	1.36534	npr
Body	ham_(+)-NPR	ham	1250	NPFR	0.06405	100	134.5	1.4688	npr
Body	ham_(+)-NPR	ham	5823	Pdfr	0.05994	39	76.2	3.23201	npr
Body	ham_(+)-NPR	ham	2323	sNPF-R	0.06193	46	28.4	1.52734	npr
Body	Hand_(+)-NPR	Hand	833	AstA-R2	0.22389	90	59.8	1.90396	npr
Body	Hand_(+)-NPR	Hand	1156	AstC-R2	0.14013	91	43.5	2.91522	npr
Body	Hand_(+)-NPR	Hand	1250	NPFR	0.15118	80	55.3	1.4688	npr
Body	Hand_(+)-NPR	Hand	5823	Pdfr	0.13226	17	15.8	3.23201	npr
Body	hbn_(+)-NPR	hbn	2607	AstC-R1	0.14673	1	2.5	2.2639	npr
Body	hbn_(+)-NPR	hbn	495	SIFaR	0.20552	1	1.4	1.35758	npr
Body	hb_(+)-NPR	hb	1747	AstC-R1	0.13478	1	0.8	2.40126	npr
Body	hb_(+)-NPR	hb	615	AstC-R2	0.07889	1	0.6	3.96423	npr
Body	hb_(+)-NPR	hb	4472	Pdfr	0.13717	2	2.3	3.57804	npr
Body	Hnf4_(-)-NPR	Hnf4	2608	CrzR	0.15984	78	41.3	2.07975	npr
Body	Hnf4_(-)-NPR	Hnf4	4824	Pdfr	0.19356	2	15.2	3.375	npr
Body	Hnf4_(-)-NPR	Hnf4	2422	PK1-R	0.07263	10	9.5	1.22956	npr
Body	Hr39_(+)-NPR	Hr39	8122	AstA-R1	0.03233	1	3.8	2.71091	npr
Body	Hr39_(+)-NPR	Hr39	833	AstA-R2	0.03214	17	18	1.90396	npr
Body	Hr39_(+)-NPR	Hr39	2630	AstC-R1	0.03152	8	12.2	2.26654	npr
Body	jim_(+)-NPR	jim	8123	AstA-R1	0.18537	8	24.6	2.7107	npr
Body	jim_(+)-NPR	jim	833	AstA-R2	0.15823	23	10	1.90396	npr
Body	jim_(+)-NPR	jim	2630	AstC-R1	0.19318	26	15.2	2.26654	npr
Body	jim_(+)-NPR	jim	5823	Pdfr	0.15823	2	0.8	3.23201	npr
Body	jim_(+)-NPR	jim	2323	sNPF-R	0.18491	14	23.7	1.52734	npr
Body	jumu_(+)-NPR	jumu	8123	AstA-R1	0.09207	10	28.9	2.7107	npr
Body	klu_(-)-NPR	klu	7206	FMRFaR	0.3397	16	1.9	1.28324	npr
Body	Lmx1a_(+)-NPR	Lmx1a	486	SIFaR	0.13416	5	57.8	1.3642	npr
Body	Lmx1a_(+)-NPR	Lmx1a	2219	sNPF-R	0.09384	77	61.3	1.55115	npr
Body	lola_(+)-NPR	lola	7206	FMRFaR	0.15088	1	8	1.28324	npr
Body	lola_(-)-NPR	lola	7203	FMRFaR	0.30994	1	8	1.28335	npr
Body	lov_(+)-NPR	lov	7799	AstA-R1	0.1021	1	10.1	2.77959	npr
Body	Mondo_(+)-NPR	Mondo	3473	CrzR	0.12824	1	0.1	2.685	npr
Body	Myc_(-)-NPR	Myc	7520	AstA-R1	0.12693	94	170.10001	2.72354	npr
Body	Myc_(-)-NPR	Myc	7183	FMRFaR	0.28605	1	0.4	1.284	npr
Body	Myc_(-)-NPR	Myc	5106	Pdfr	0.16447	2	17.9	3.36604	npr
Body	nej_(+)-NPR	nej	5823	Pdfr	0.16224	1	0.7	3.23201	npr
Body	NfI_(-)-NPR	NfI	2622	AstC-R1	0.0577	20	33.1	2.26812	npr
Body	NfI_(-)-NPR	NfI	1250	NPFR	0.05787	65	50.2	1.4688	npr
Body	NfI_(-)-NPR	NfI	2318	sNPF-R	0.074	30	79.6	1.52804	npr
Body	oc_(+)-NPR	oc	2630	AstC-R1	0.07047	29	21	2.26654	npr
Body	Oli_(+)-NPR	Oli	496	SIFaR	0.08468	19	23	1.35685	npr
Body	org-1_(+)-NPR	org-1	833	AstA-R2	0.28765	14	96.3	1.90396	npr
Body	org-1_(+)-NPR	org-1	2624	AstC-R1	0.17255	49	23	2.26944	npr
Body	org-1_(+)-NPR	org-1	1155	AstC-R2	0.12287	15	28.1	2.91688	npr
Body	otp_(+)-NPR	otp	2630	AstC-R1	0.06303	4	13.5	2.26654	npr
Body	pb_(+)-NPR	pb	492	SIFaR	0.21177	4	4.4	1.35976	npr
Body	pho_(+)-NPR	pho	8123	AstA-R1	0.10147	20	9	2.7107	npr
Body	Poxm_(+)-NPR	Poxm	2321	sNPF-R	0.13512	5	42.4	1.52736	npr
Body	Ptx1_(+)-NPR	Ptx1	8123	AstA-R1	0.0814	2	9.6	2.7107	npr
Body	REPTOR-BP_(+)-NPR	REPTOR-BP	5823	Pdfr	0.04708	3	7.7	3.23201	npr
Body	sim_(+)-NPR	sim	5823	Pdfr	0.07679	58	90.1	3.23201	npr
Body	Sox100B_(+)-NPR	Sox100B	6425	AstA-R1	0.10022	1	0.2	2.84202	npr
Body	so_(+)-NPR	so	5758	Pdfr	0.25659	1	0.6	3.24904	npr
Body	SREBP_(+)-NPR	SREBP	5823	Pdfr	0.03411	2	11	3.23201	npr
Body	sr_(-)-NPR	sr	2391	AstC-R1	0.13634	73	187.7	2.2706	npr
Body	sr_(-)-NPR	sr	6001	FMRFaR	0.13685	100	215.5	1.29462	npr
Body	sr_(-)-NPR	sr	444	SIFaR	0.1295	11	108.9	1.3536	npr
Body	sr_(-)-NPR	sr	2094	sNPF-R	0.1518	32	223.7	1.52961	npr
Body	sr_(-)-NPR	sr	581	TkR86C	0.12774	28	182.89999	1.32874	npr
Body	ss_(+)-NPR	ss	8123	AstA-R1	0.10473	13	106.1	2.7107	npr
Body	ss_(-)-NPR	ss	7082	AstA-R1	0.1246	13	106.1	2.75233	npr
Body	svp_(-)-NPR	svp	3434	CrzR	0.10783	100	66.4	2.6756	npr
Body	svp_(-)-NPR	svp	7206	FMRFaR	0.22234	4	2.9	1.28324	npr
Body	svp_(-)-NPR	svp	5670	Pdfr	0.17707	69	38.1	3.26067	npr
Body	sv_(+)-NPR	sv	2630	AstC-R1	0.09364	11	14.2	2.26654	npr
Body	tj_(+)-NPR	tj	7206	FMRFaR	0.0881	2	0.4	1.28324	npr
Body	tj_(-)-NPR	tj	7206	FMRFaR	0.35354	2	0.4	1.28324	npr
Body	Trf2_(-)-NPR	Trf2	2665	AstA-R1	0.22935	26	18.6	2.04765	npr
Body	Trf2_(-)-NPR	Trf2	1276	CrzR	0.07834	4	3.4	2.95533	npr
Body	Trf2_(-)-NPR	Trf2	3509	Pdfr	0.43908	96	19.3	3.85523	npr
Body	Trf2_(-)-NPR	Trf2	1144	sNPF-R	0.38248	9	9.5	1.43969	npr
Body	tup_(+)-NPR	tup	7963	AstA-R1	0.06006	31	40.6	2.74331	npr
Body	vnd_(+)-NPR	vnd	8123	AstA-R1	0.02218	2	3.9	2.7107	npr
Body	Vsx2_(+)-NPR	Vsx2	2284	sNPF-R	0.11292	56	41.6	1.53634	npr
Body	vtd_(+)-NPR	vtd	1250	NPFR	0.27372	1	2.6	1.4688	npr
Body	vtd_(+)-NPR	vtd	2323	sNPF-R	0.28576	22	35.9	1.52734	npr
Body	Xbp1_(-)-NPR	Xbp1	3132	CrzR	0.08986	41	17.5	2.56194	npr
Body	Xbp1_(-)-NPR	Xbp1	7202	FMRFaR	0.43453	1	0.1	1.28339	npr
Body	zfh2_(+)-NPR	zfh2	8024	AstA-R1	0.13454	13	29.8	2.73131	npr
Antenna	B-H1_(+)-NPR	B-H1	250	PK1-R	0.06525	1	23.4	1.152	npr
Antenna	bi_(+)-NPR	bi	981	CrzR	0.17871	2	2.6	1.67482	npr
Antenna	bi_(-)-NPR	bi	957	CrzR	0.22078	2	2.6	1.6813	npr
Antenna	bru3_(-)-NPR	bru3	2962	AstA-R1	0.12109	19	11.4	1.50101	npr
Antenna	bru3_(-)-NPR	bru3	141	AstC-R1	0.10931	5	2.3	1.49645	npr
Antenna	bru3_(-)-NPR	bru3	401	AstC-R2	0.11013	10	18.4	2.38653	npr
Antenna	bru3_(-)-NPR	bru3	2140	FMRFaR	0.08504	11	16.3	1.3986	npr
Antenna	bru3_(-)-NPR	bru3	1220	Pdfr	0.16206	6	7.4	1.92049	npr
Antenna	byn_(+)-NPR	byn	433	NPFR	0.04016	4	3.9	1.25635	npr
Antenna	CG10348_(+)-NPR	CG10348	944	CrzR	0.08052	5	7.6	1.69915	npr
Antenna	CG12605_(+)-NPR	CG12605	45	CrzR	0.03694	9	2.1	1.68889	npr
Antenna	CG12605_(-)-NPR	CG12605	982	CrzR	0.12172	9	2.1	1.67413	npr
Antenna	CG44247_(-)-NPR	CG44247	57	AstC-R2	0.05726	19	10.2	2.17544	npr
Antenna	CG44247_(-)-NPR	CG44247	84	NPFR	0.09702	78	10.8	1.27381	npr
Antenna	CG44247_(-)-NPR	CG44247	564	Pdfr	0.11492	22	17.9	1.79078	npr
Antenna	CG9876_(+)-NPR	CG9876	3	AstA-R2	0.06481	88	72.7	1	npr
Antenna	ci_(+)-NPR	ci	1076	TkR86C	0.04065	1	0	1.30204	npr
Antenna	ci_(-)-NPR	ci	1946	TkR86C	0.28121	1	0	1.35971	npr
Antenna	CrebA_(-)-NPR	CrebA	643	SIFaR	0.17328	1	0.1	1.21617	npr
Antenna	CTCF_(+)-NPR	CTCF	1890	TkR86C	0.03618	1	1	1.36349	npr
Antenna	da_(+)-NPR	da	3410	AstA-R1	0.06922	1	4.3	1.52199	npr
Antenna	da_(+)-NPR	da	420	AstC-R2	0.08655	38	6.5	2.34048	npr
Antenna	da_(-)-NPR	da	2947	AstA-R1	0.04225	1	4.3	1.53308	npr
Antenna	da_(-)-NPR	da	376	AstC-R2	0.01383	38	6.5	2.37234	npr
Antenna	Dll_(+)-NPR	Dll	1877	TkR86C	0.07836	1	0.3	1.36068	npr
Antenna	Dll_(-)-NPR	Dll	1731	TkR86C	0.06358	1	0.3	1.36222	npr
Antenna	Drgx_(+)-NPR	Drgx	1293	Pdfr	0.1116	31	90.6	1.88322	npr
Antenna	E5_(+)-NPR	E5	982	CrzR	0.15041	7	5.7	1.67413	npr
Antenna	E5_(+)-NPR	E5	2665	sNPF-R	0.0748	28	20	1.68743	npr
Antenna	ems_(+)-NPR	ems	982	CrzR	0.14566	89	66	1.67413	npr
Antenna	ems_(-)-NPR	ems	930	CrzR	0.05914	89	66	1.66237	npr
Antenna	Ets98B_(-)-NPR	Ets98B	3407	AstA-R1	0.29886	3	0.1	1.52245	npr
Antenna	Ets98B_(-)-NPR	Ets98B	649	SIFaR	0.32446	1	0.4	1.21418	npr
Antenna	exd_(+)-NPR	exd	2643	sNPF-R	0.05971	2	6.4	1.68823	npr
Antenna	fkh_(+)-NPR	fkh	159	AstC-R1	0.113	6	2.6	1.4717	npr
Antenna	fkh_(+)-NPR	fkh	420	AstC-R2	0.12659	10	76.7	2.34048	npr
Antenna	fkh_(-)-NPR	fkh	128	AstC-R1	0.10145	6	2.6	1.52344	npr
Antenna	fkh_(-)-NPR	fkh	359	AstC-R2	0.08621	10	76.7	2.4234	npr
Antenna	FoxK_(+)-NPR	FoxK	2667	sNPF-R	0.0312	1	0.7	1.68691	npr
Antenna	foxo_(-)-NPR	foxo	649	SIFaR	0.15827	6	1.2	1.21418	npr
Antenna	FoxP_(+)-NPR	FoxP	3410	AstA-R1	0.11712	5	15.2	1.52199	npr
Antenna	FoxP_(+)-NPR	FoxP	159	AstC-R1	0.12932	1	10.5	1.4717	npr
Antenna	FoxP_(-)-NPR	FoxP	1629	AstA-R1	0.17797	5	15.2	1.45979	npr
Antenna	FoxP_(-)-NPR	FoxP	73	AstC-R1	0.12683	1	10.5	1.80822	npr
Antenna	ftz-f1_(-)-NPR	ftz-f1	2451	FMRFaR	0.01132	2	4.5	1.41289	npr
Antenna	grn_(+)-NPR	grn	1293	Pdfr	0.08211	18	7.3	1.88322	npr
Antenna	grn_(-)-NPR	grn	1290	Pdfr	0.35051	18	7.3	1.88527	npr
Antenna	Hnf4_(-)-NPR	Hnf4	3278	AstA-R1	0.33786	1	0.2	1.54118	npr
Antenna	Hnf4_(-)-NPR	Hnf4	788	CrzR	0.11019	37	107.6	1.69289	npr
Antenna	Hnf4_(-)-NPR	Hnf4	2471	FMRFaR	0.37833	1	0	1.41319	npr
Antenna	Hnf4_(-)-NPR	Hnf4	1048	PK1-R	0.07441	34	57	1.11069	npr
Antenna	Hnf4_(-)-NPR	Hnf4	643	SIFaR	0.36269	1	0.1	1.21617	npr
Antenna	Hr3_(+)-NPR	Hr3	649	SIFaR	0.14471	28	8.8	1.21418	npr
Antenna	Hr3_(-)-NPR	Hr3	501	SIFaR	0.04318	28	8.8	1.20958	npr
Antenna	Hsf_(+)-NPR	Hsf	2667	sNPF-R	0.03488	21	17.7	1.68691	npr
Antenna	hth_(-)-NPR	hth	3386	AstA-R1	0.20293	62	70.6	1.5251	npr
Antenna	hth_(-)-NPR	hth	964	CrzR	0.10358	83	23.8	1.67739	npr
Antenna	hth_(-)-NPR	hth	1284	Pdfr	0.18969	5	19	1.88162	npr
Antenna	inv_(+)-NPR	inv	2667	sNPF-R	0.13416	4	5.6	1.68691	npr
Antenna	inv_(-)-NPR	inv	2612	sNPF-R	0.08874	4	5.6	1.69181	npr
Antenna	jim_(+)-NPR	jim	3410	AstA-R1	0.15132	2	4.4	1.52199	npr
Antenna	jim_(+)-NPR	jim	2481	FMRFaR	0.15347	2	6	1.41193	npr
Antenna	jim_(+)-NPR	jim	1293	Pdfr	0.14358	3	2.4	1.88322	npr
Antenna	jim_(+)-NPR	jim	2667	sNPF-R	0.14798	1	2.4	1.68691	npr
Antenna	jim_(-)-NPR	jim	599	AstA-R1	0.26506	2	4.4	1.11686	npr
Antenna	jim_(-)-NPR	jim	91	FMRFaR	0.1506	2	6	1.35165	npr
Antenna	jim_(-)-NPR	jim	409	Pdfr	0.25397	3	2.4	1.77995	npr
Antenna	jim_(-)-NPR	jim	522	sNPF-R	0.33066	1	2.4	2.28927	npr
Antenna	klu_(+)-NPR	klu	1985	FMRFaR	0.06451	2	0	1.38992	npr
Antenna	klu_(+)-NPR	klu	1492	TkR86C	0.06243	22	2.3	1.36193	npr
Antenna	klu_(-)-NPR	klu	2481	FMRFaR	0.34635	2	0	1.41193	npr
Antenna	klu_(-)-NPR	klu	1946	TkR86C	0.34487	22	2.3	1.35971	npr
Antenna	lbl_(+)-NPR	lbl	974	CrzR	0.13405	79	9.2	1.67967	npr
Antenna	Mef2_(-)-NPR	Mef2	2748	AstA-R1	0.08065	2	0.9	1.52438	npr
Antenna	Mef2_(-)-NPR	Mef2	366	AstC-R2	0.03941	51	6.8	2.38251	npr
Antenna	Mef2_(-)-NPR	Mef2	405	NPFR	0.05319	4	1.3	1.26914	npr
Antenna	Mef2_(-)-NPR	Mef2	1173	Pdfr	0.11625	18	4.8	1.90963	npr
Antenna	Mef2_(-)-NPR	Mef2	529	SIFaR	0.04106	85	8.2	1.20983	npr
Antenna	Mef2_(-)-NPR	Mef2	2178	sNPF-R	0.07858	13	9.3	1.74288	npr
Antenna	Mef2_(-)-NPR	Mef2	1489	TkR86C	0.03718	48	7.5	1.35057	npr
Antenna	mid_(+)-NPR	mid	3	AstA-R2	0.17092	19	51.2	1	npr
Antenna	Mondo_(+)-NPR	Mondo	406	AstC-R2	0.07931	3	0.8	2.37931	npr
Antenna	nej_(+)-NPR	nej	2481	FMRFaR	0.14504	10	17.4	1.41193	npr
Antenna	nej_(+)-NPR	nej	649	SIFaR	0.14104	1	0.8	1.21418	npr
Antenna	nej_(+)-NPR	nej	2667	sNPF-R	0.14132	2	1.3	1.68691	npr
Antenna	NfI_(-)-NPR	NfI	2341	FMRFaR	0.01756	6	27.1	1.40795	npr
Antenna	orb_(+)-NPR	orb	420	AstC-R2	0.02821	59	39	2.34048	npr
Antenna	ovo_(+)-NPR	ovo	3278	AstA-R1	0.0539	1	0.3	1.51525	npr
Antenna	ovo_(+)-NPR	ovo	623	SIFaR	0.02795	1	0.2	1.2183	npr
Antenna	ovo_(+)-NPR	ovo	2568	sNPF-R	0.05358	1	0.1	1.69665	npr
Antenna	ovo_(-)-NPR	ovo	3410	AstA-R1	0.23009	1	0.3	1.52199	npr
Antenna	ovo_(-)-NPR	ovo	649	SIFaR	0.24811	1	0.2	1.21418	npr
Antenna	ovo_(-)-NPR	ovo	2667	sNPF-R	0.22394	1	0.1	1.68691	npr
Antenna	pan_(+)-NPR	pan	3410	AstA-R1	0.17211	100	73.6	1.52199	npr
Antenna	pan_(+)-NPR	pan	2481	FMRFaR	0.18232	100	59.3	1.41193	npr
Antenna	pan_(+)-NPR	pan	1293	Pdfr	0.1601	93	45.5	1.88322	npr
Antenna	pan_(+)-NPR	pan	2667	sNPF-R	0.16963	1	29.6	1.68691	npr
Antenna	pho_(+)-NPR	pho	649	SIFaR	0.05521	18	6.5	1.21418	npr
Antenna	pho_(+)-NPR	pho	2565	sNPF-R	0.04842	2	4.4	1.67096	npr
Antenna	pnt_(+)-NPR	pnt	3410	AstA-R1	0.05572	9	2.7	1.52199	npr
Antenna	pnt_(+)-NPR	pnt	1293	Pdfr	0.07739	18	46.8	1.88322	npr
Antenna	pnt_(+)-NPR	pnt	1254	PK1-R	0.1125	58	55.8	1.10048	npr
Antenna	pnt_(+)-NPR	pnt	649	SIFaR	0.04518	1	0.2	1.21418	npr
Antenna	pnt_(+)-NPR	pnt	2667	sNPF-R	0.05432	10	3.1	1.68691	npr
Antenna	Rel_(-)-NPR	Rel	3408	AstA-R1	0.18692	1	1	1.5223	npr
Antenna	Rel_(-)-NPR	Rel	974	CrzR	0.08974	10	10.9	1.67762	npr
Antenna	Rel_(-)-NPR	Rel	2481	FMRFaR	0.19392	1	0	1.41193	npr
Antenna	repo_(+)-NPR	repo	1293	Pdfr	0.07109	2	5.3	1.88322	npr
Antenna	Rfx_(-)-NPR	Rfx	2120	AstA-R1	0.0453	100	24.2	1.49764	npr
Antenna	Rfx_(-)-NPR	Rfx	108	AstC-R1	0.03314	49	25.5	1.5463	npr
Antenna	Rfx_(-)-NPR	Rfx	246	AstC-R2	0.0396	17	11.6	2.2561	npr
Antenna	Rfx_(-)-NPR	Rfx	1309	FMRFaR	0.03736	2	3	1.41864	npr
Antenna	Rfx_(-)-NPR	Rfx	307	NPFR	0.03688	6	7.7	1.28339	npr
